P [kbar],SiO2,TiO2,Al2O3,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,Total,Zr
2.0,70.9,0.18,16.0,1.29,0.04,0.29,1.75,4.7,2.8,0.07,99.5,97
